L1	L2	L3	L4	KO
21_Cellular response to stress	Response to osmotic stress			K13954
21_Cellular response to stress	Response to osmotic stress			K13980
21_Cellular response to stress	Response to osmotic stress			K00001
21_Cellular response to stress	Response to osmotic stress			K00121
21_Cellular response to stress	Response to osmotic stress			K04072
21_Cellular response to stress	Response to osmotic stress			K14085
21_Cellular response to stress	Response to osmotic stress			K08865
21_Cellular response to stress	Response to osmotic stress			K11226
21_Cellular response to stress	Response to osmotic stress			K11227
21_Cellular response to stress	Response to osmotic stress			K13413
21_Cellular response to stress	Response to osmotic stress			K14511
21_Cellular response to stress	Response to osmotic stress			K04368
21_Cellular response to stress	Response to osmotic stress			K04369
21_Cellular response to stress	Response to osmotic stress			K04430
21_Cellular response to stress	Response to osmotic stress			K04431
21_Cellular response to stress	Response to osmotic stress			K04432
21_Cellular response to stress	Response to osmotic stress			K04433
21_Cellular response to stress	Response to osmotic stress			K04463
21_Cellular response to stress	Response to osmotic stress			K02840
21_Cellular response to stress	Response to osmotic stress			K02844
21_Cellular response to stress	Response to osmotic stress			K02852
21_Cellular response to stress	Response to osmotic stress			K03275
21_Cellular response to stress	Response to osmotic stress			K03276
21_Cellular response to stress	Response to osmotic stress			K03669
21_Cellular response to stress	Response to osmotic stress			K03814
21_Cellular response to stress	Response to osmotic stress			K03843
21_Cellular response to stress	Response to osmotic stress			K03844
21_Cellular response to stress	Response to osmotic stress			K03846
21_Cellular response to stress	Response to osmotic stress			K03848
21_Cellular response to stress	Response to osmotic stress			K03849
21_Cellular response to stress	Response to osmotic stress			K03850
21_Cellular response to stress	Response to osmotic stress			K03854
21_Cellular response to stress	Response to osmotic stress			K03867
21_Cellular response to stress	Response to osmotic stress			K03877
21_Cellular response to stress	Response to osmotic stress			K04478
21_Cellular response to stress	Response to osmotic stress			K05284
21_Cellular response to stress	Response to osmotic stress			K05286
21_Cellular response to stress	Response to osmotic stress			K05366
21_Cellular response to stress	Response to osmotic stress			K05367
21_Cellular response to stress	Response to osmotic stress			K05529
21_Cellular response to stress	Response to osmotic stress			K05530
21_Cellular response to stress	Response to osmotic stress			K05531
21_Cellular response to stress	Response to osmotic stress			K05532
21_Cellular response to stress	Response to osmotic stress			K05533
21_Cellular response to stress	Response to osmotic stress			K05534
21_Cellular response to stress	Response to osmotic stress			K05535
21_Cellular response to stress	Response to osmotic stress			K05536
21_Cellular response to stress	Response to osmotic stress			K05538
21_Cellular response to stress	Response to osmotic stress			K06119
21_Cellular response to stress	Response to osmotic stress			K07272
21_Cellular response to stress	Response to osmotic stress			K07542
21_Cellular response to stress	Response to osmotic stress			K07553
21_Cellular response to stress	Response to osmotic stress			K07632
21_Cellular response to stress	Response to osmotic stress			K07635
21_Cellular response to stress	Response to osmotic stress			K07819
21_Cellular response to stress	Response to osmotic stress			K07820
21_Cellular response to stress	Response to osmotic stress			K07966
21_Cellular response to stress	Response to osmotic stress			K07967
21_Cellular response to stress	Response to osmotic stress			K07968
21_Cellular response to stress	Response to osmotic stress			K07969
21_Cellular response to stress	Response to osmotic stress			K07970
21_Cellular response to stress	Response to osmotic stress			K07971
21_Cellular response to stress	Response to osmotic stress			K08098
21_Cellular response to stress	Response to osmotic stress			K08251
21_Cellular response to stress	Response to osmotic stress			K09653
21_Cellular response to stress	Response to osmotic stress			K09654
21_Cellular response to stress	Response to osmotic stress			K09655
21_Cellular response to stress	Response to osmotic stress			K09661
21_Cellular response to stress	Response to osmotic stress			K09662
21_Cellular response to stress	Response to osmotic stress			K09663
21_Cellular response to stress	Response to osmotic stress			K09664
21_Cellular response to stress	Response to osmotic stress			K09665
21_Cellular response to stress	Response to osmotic stress			K09666
21_Cellular response to stress	Response to osmotic stress			K09667
21_Cellular response to stress	Response to osmotic stress			K09905
21_Cellular response to stress	Response to osmotic stress			K10211
21_Cellular response to stress	Response to osmotic stress			K10812
21_Cellular response to stress	Response to osmotic stress			K10967
21_Cellular response to stress	Response to osmotic stress			K10968
21_Cellular response to stress	Response to osmotic stress			K10969
21_Cellular response to stress	Response to osmotic stress			K10970
21_Cellular response to stress	Response to osmotic stress			K10971
21_Cellular response to stress	Response to osmotic stress			K11000
21_Cellular response to stress	Response to osmotic stress			K11257
21_Cellular response to stress	Response to osmotic stress			K11718
21_Cellular response to stress	Response to osmotic stress			K12245
21_Cellular response to stress	Response to osmotic stress			K12338
21_Cellular response to stress	Response to osmotic stress			K12551
21_Cellular response to stress	Response to osmotic stress			K12582
21_Cellular response to stress	Response to osmotic stress			K12583
21_Cellular response to stress	Response to osmotic stress			K12933
21_Cellular response to stress	Response to osmotic stress			K12937
21_Cellular response to stress	Response to osmotic stress			K12938
21_Cellular response to stress	Response to osmotic stress			K12983
21_Cellular response to stress	Response to osmotic stress			K12984
21_Cellular response to stress	Response to osmotic stress			K12985
21_Cellular response to stress	Response to osmotic stress			K12986
21_Cellular response to stress	Response to osmotic stress			K12987
21_Cellular response to stress	Response to osmotic stress			K12988
