gene	accession	hmmsource
KO:K00284_1.4.7.1	HMMsoil80513	FOAM_DB
KO:K00284_1.4.7.1	HMMsoil80514	FOAM_DB
KO:K00265_1.4.1.13,1.4.1.14	HMMsoil80515	FOAM_DB
KO:K00355_1.6.5.2	HMMsoil80516	FOAM_DB
KO:K07717_2.7.13.3	HMMsoil80517	FOAM_DB
KO:K03386,KO:K11188,KO:K00430_1.11.1.15,1.11.1.7,3.1.1.-	HMMsoil80518	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil80522	FOAM_DB
KO:K02591_1.18.6.1	HMMsoil80523	FOAM_DB
KO:K04014	HMMsoil80525	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil80526	FOAM_DB
KO:K04013	HMMsoil80529	FOAM_DB
KO:K07675,KO:K07777_2.7.13.3	HMMsoil80530	FOAM_DB
KO:K03257,KO:K13025_3.6.4.13	HMMsoil80536	FOAM_DB
KO:K05710	HMMsoil80537	FOAM_DB
KO:K05816_3.6.3.20	HMMsoil80615	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil80620	FOAM_DB
KO:K02003	HMMsoil80621	FOAM_DB
KO:K02032	HMMsoil80622	FOAM_DB
KO:K00327,KO:K00493,KO:K14338_1.6.2.4,1.14.14.1	HMMsoil80624	FOAM_DB
KO:K02023	HMMsoil80626	FOAM_DB
KO:K05833	HMMsoil80627	FOAM_DB
KO:K02023	HMMsoil80628	FOAM_DB
KO:K05813	HMMsoil80629	FOAM_DB
KO:K02003	HMMsoil80637	FOAM_DB
KO:K01176_3.2.1.1	HMMsoil80638	FOAM_DB
KO:K01236_3.2.1.141	HMMsoil80640	FOAM_DB
KO:K00720_2.4.1.80	HMMsoil80642	FOAM_DB
KO:K10545_3.6.3.17	HMMsoil80647	FOAM_DB
KO:K01447,KO:K13714,KO:K01227_3.5.1.28,3.2.1.96	HMMsoil80648	FOAM_DB
KO:K01692_4.2.1.17	HMMsoil80651	FOAM_DB
KO:K02071	HMMsoil80653	FOAM_DB
KO:K09687	HMMsoil80657	FOAM_DB
KO:K00187_1.2.7.7	HMMsoil80660	FOAM_DB
KO:K00640_2.3.1.30	HMMsoil80662	FOAM_DB
KO:K02030	HMMsoil80665	FOAM_DB
KO:K06447_1.2.1.71	HMMsoil80672	FOAM_DB
KO:K02074	HMMsoil80675	FOAM_DB
KO:K02049	HMMsoil80677	FOAM_DB
KO:K09013	HMMsoil80679	FOAM_DB
KO:K00155	HMMsoil80682	FOAM_DB
KO:K00517	HMMsoil80683	FOAM_DB
KO:K00023_1.1.1.36	HMMsoil80685	FOAM_DB
KO:K00839_2.6.1.-	HMMsoil80687	FOAM_DB
KO:K00492	HMMsoil80688	FOAM_DB
KO:K02041	HMMsoil80689	FOAM_DB
KO:K02003	HMMsoil80690	FOAM_DB
KO:K01856_5.5.1.1	HMMsoil80691	FOAM_DB
KO:K09691	HMMsoil80695	FOAM_DB
KO:K06857	HMMsoil80697	FOAM_DB
KO:K01617_4.1.1.77	HMMsoil80698	FOAM_DB
KO:K05846	HMMsoil80700	FOAM_DB
KO:K01609_4.1.1.48	HMMsoil80702	FOAM_DB
KO:K03535	HMMsoil80703	FOAM_DB
KO:K00265_1.4.1.13,1.4.1.14	HMMsoil80705	FOAM_DB
KO:K03011	HMMsoil80707	FOAM_DB
KO:K11070	HMMsoil80708	FOAM_DB
KO:K10439	HMMsoil80712	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil80713	FOAM_DB
KO:K01451_3.5.1.32	HMMsoil80715	FOAM_DB
KO:K02004	HMMsoil80716	FOAM_DB
KO:K02031	HMMsoil80717	FOAM_DB
KO:K03021_2.7.7.6	HMMsoil80719	FOAM_DB
KO:K00758_2.4.2.4	HMMsoil80722	FOAM_DB
KO:K01464_3.5.2.2	HMMsoil80724	FOAM_DB
KO:K09687	HMMsoil80725	FOAM_DB
KO:K10040	HMMsoil80726	FOAM_DB
KO:K07708_2.7.13.3	HMMsoil80729	FOAM_DB
KO:K08810_2.7.11.-	HMMsoil80730	FOAM_DB
KO:K03407_2.7.13.3	HMMsoil80732	FOAM_DB
KO:K11780_2.5.1.-	HMMsoil80736	FOAM_DB
KO:K07675_2.7.13.3	HMMsoil80737	FOAM_DB
KO:K03386_1.11.1.15	HMMsoil80740	FOAM_DB
KO:K01956_6.3.5.5	HMMsoil80741	FOAM_DB
KO:K07678_2.7.13.3	HMMsoil80742	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil80745	FOAM_DB
KO:K01897_6.2.1.3	HMMsoil80747	FOAM_DB
KO:K00176_1.2.7.3	HMMsoil80748	FOAM_DB
KO:K02028,KO:K10038_3.6.3.21,3.6.3.-	HMMsoil80751	FOAM_DB
KO:K01759_4.4.1.5	HMMsoil80753	FOAM_DB
KO:K08849_2.7.11.1	HMMsoil80755	FOAM_DB
KO:K01897_6.2.1.3	HMMsoil80756	FOAM_DB
KO:K02480,KO:K07777,KO:K07675_2.7.13.3	HMMsoil80757	FOAM_DB
KO:K08857_2.7.11.1	HMMsoil80760	FOAM_DB
KO:K07640_2.7.13.3	HMMsoil80764	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil80766	FOAM_DB
KO:K02027	HMMsoil80767	FOAM_DB
KO:K01464_3.5.2.2	HMMsoil80768	FOAM_DB
KO:K00362_1.7.1.4	HMMsoil80769	FOAM_DB
KO:K04733_2.7.11.1	HMMsoil80770	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil80771	FOAM_DB
KO:K00756_2.4.2.2	HMMsoil80772	FOAM_DB
KO:K02035	HMMsoil80774	FOAM_DB
KO:K12253_4.1.1.75	HMMsoil80775	FOAM_DB
KO:K01769_4.6.1.2	HMMsoil80776	FOAM_DB
KO:K07709,KO:K07710,KO:K02482_2.7.13.3	HMMsoil80778	FOAM_DB
KO:K00529_1.18.1.3	HMMsoil81020	FOAM_DB
KO:K00171_1.2.7.1	HMMsoil80787	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil80788	FOAM_DB
KO:K00205_1.2.99.5	HMMsoil80789	FOAM_DB
KO:K02048	HMMsoil80790	FOAM_DB
KO:K00127	HMMsoil80794	FOAM_DB
KO:K00363_1.7.1.4	HMMsoil80795	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil80796	FOAM_DB
KO:K01960_6.4.1.1	HMMsoil80797	FOAM_DB
KO:K07646_2.7.13.3	HMMsoil80798	FOAM_DB
KO:K12373_3.2.1.52	HMMsoil80802	FOAM_DB
KO:K00577,KO:K00582,KO:K00584_2.1.1.86	HMMsoil80803	FOAM_DB
KO:K02000_3.6.3.32	HMMsoil80808	FOAM_DB
KO:K00124	HMMsoil80809	FOAM_DB
KO:K01247_3.2.2.21	HMMsoil80811	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil80813	FOAM_DB
KO:K00240_1.3.99.1	HMMsoil80814	FOAM_DB
KO:K08884,KO:K08282_2.7.11.1	HMMsoil80815	FOAM_DB
KO:K00210,KO:K00800,KO:K00220_1.3.1.12,2.5.1.19,1.3.1.43	HMMsoil80816	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil80817	FOAM_DB
KO:K00380,KO:K00381,KO:K00392_1.8.1.2,1.8.7.1	HMMsoil80819	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil80820	FOAM_DB
KO:K00135_1.2.1.16	HMMsoil80821	FOAM_DB
KO:K07711_2.7.13.3	HMMsoil80830	FOAM_DB
KO:K00381_1.8.1.2	HMMsoil80832	FOAM_DB
KO:K03781_1.11.1.6	HMMsoil80834	FOAM_DB
KO:K11527_2.7.13.3	HMMsoil80835	FOAM_DB
KO:K11527_2.7.13.3	HMMsoil80836	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil80837	FOAM_DB
KO:K01514,KO:K01524_3.6.1.11,3.6.1.40	HMMsoil80838	FOAM_DB
KO:K00390_1.8.4.8	HMMsoil80839	FOAM_DB
KO:K00249_1.3.99.3	HMMsoil80840	FOAM_DB
KO:K00124_1.2.1.2	HMMsoil80842	FOAM_DB
KO:K00443_1.12.98.1	HMMsoil80843	FOAM_DB
KO:K01213_3.2.1.67	HMMsoil80844	FOAM_DB
KO:K00372,KO:K00369_1.7.99.4	HMMsoil80846	FOAM_DB
KO:K01897_6.2.1.3	HMMsoil80853	FOAM_DB
KO:K02072	HMMsoil80855	FOAM_DB
KO:K08483_2.7.3.9	HMMsoil80856	FOAM_DB
KO:K00839_2.6.1.-	HMMsoil80859	FOAM_DB
KO:K02491_2.7.13.3	HMMsoil80863	FOAM_DB
KO:K09691	HMMsoil80864	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil80867	FOAM_DB
KO:K01999	HMMsoil80868	FOAM_DB
KO:K01011_2.8.1.1,2.8.1.2	HMMsoil80869	FOAM_DB
KO:K03761	HMMsoil80875	FOAM_DB
KO:K11706	HMMsoil80877	FOAM_DB
KO:K02038	HMMsoil80880	FOAM_DB
KO:K02533_2.1.1.-	HMMsoil80881	FOAM_DB
KO:K02029	HMMsoil80885	FOAM_DB
KO:K02072	HMMsoil80889	FOAM_DB
KO:K02484_2.7.13.3	HMMsoil81109	FOAM_DB
KO:K07679_2.7.13.3	HMMsoil81110	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil80893	FOAM_DB
KO:K02052	HMMsoil80899	FOAM_DB
KO:K01738_2.5.1.47	HMMsoil80902	FOAM_DB
KO:K01611_4.1.1.50	HMMsoil80903	FOAM_DB
KO:K05816_3.6.3.20	HMMsoil80909	FOAM_DB
KO:K01649_2.3.3.13	HMMsoil80911	FOAM_DB
KO:K05780	HMMsoil80914	FOAM_DB
KO:K02768,KO:K08483,KO:K11183_2.7.1.69,2.7.3.9	HMMsoil80916	FOAM_DB
KO:K01657_4.1.3.27	HMMsoil80918	FOAM_DB
KO:K02031	HMMsoil80919	FOAM_DB
KO:K10112	HMMsoil80923	FOAM_DB
KO:K02017_3.6.3.29	HMMsoil80925	FOAM_DB
KO:K01997	HMMsoil80927	FOAM_DB
KO:K02032	HMMsoil80928	FOAM_DB
KO:K06861_3.6.3.-	HMMsoil80935	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil80943	FOAM_DB
KO:K03761	HMMsoil80944	FOAM_DB
KO:K01046_3.1.1.3	HMMsoil80950	FOAM_DB
KO:K10440	HMMsoil80952	FOAM_DB
KO:K00517	HMMsoil80953	FOAM_DB
KO:K00599	HMMsoil80958	FOAM_DB
KO:K09687	HMMsoil80959	FOAM_DB
KO:K10112	HMMsoil80962	FOAM_DB
KO:K09693_3.6.3.40	HMMsoil80964	FOAM_DB
KO:K09810_3.6.3.-	HMMsoil80965	FOAM_DB
KO:K02023	HMMsoil80966	FOAM_DB
KO:K10441_3.6.3.17	HMMsoil80967	FOAM_DB
KO:K10440	HMMsoil80968	FOAM_DB
KO:K03384	HMMsoil80971	FOAM_DB
KO:K01990	HMMsoil80973	FOAM_DB
KO:K02501_2.4.2.-	HMMsoil80975	FOAM_DB
KO:K02029	HMMsoil80976	FOAM_DB
KO:K03518_1.2.99.2	HMMsoil80978	FOAM_DB
KO:K01496_3.5.4.19	HMMsoil80979	FOAM_DB
KO:K00265_1.4.1.13,1.4.1.14	HMMsoil80980	FOAM_DB
KO:K02025	HMMsoil80982	FOAM_DB
KO:K01120_3.1.4.17	HMMsoil80983	FOAM_DB
KO:K01768_4.6.1.1	HMMsoil80984	FOAM_DB
KO:K11952_3.6.3.-	HMMsoil80985	FOAM_DB
KO:K09691	HMMsoil80988	FOAM_DB
KO:K08289_2.1.2.2	HMMsoil80989	FOAM_DB
KO:K10040	HMMsoil80990	FOAM_DB
KO:K00260_1.4.1.2	HMMsoil80995	FOAM_DB
KO:K02031,KO:K02032,KO:K13896	HMMsoil80996	FOAM_DB
KO:K09691	HMMsoil80997	FOAM_DB
KO:K00945_2.7.4.14	HMMsoil80998	FOAM_DB
KO:K01119_3.1.4.16	HMMsoil80999	FOAM_DB
KO:K05847	HMMsoil81001	FOAM_DB
KO:K09998	HMMsoil81002	FOAM_DB
KO:K02003	HMMsoil81003	FOAM_DB
KO:K00567_2.1.1.63	HMMsoil81007	FOAM_DB
KO:K07718_2.7.13.3	HMMsoil81011	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil81012	FOAM_DB
KO:K03184_1.14.13.-	HMMsoil81013	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil81014	FOAM_DB
KO:K00527_1.17.4.2	HMMsoil81015	FOAM_DB
KO:K07649_2.7.13.3	HMMsoil81016	FOAM_DB
KO:K10039	HMMsoil81167	FOAM_DB
KO:K02008	HMMsoil81168	FOAM_DB
KO:K01956_6.3.5.5	HMMsoil81021	FOAM_DB
KO:K07675_2.7.13.3	HMMsoil81023	FOAM_DB
KO:K02484_2.7.13.3	HMMsoil81026	FOAM_DB
KO:K01897_6.2.1.3	HMMsoil81027	FOAM_DB
KO:K01652_2.2.1.6	HMMsoil81030	FOAM_DB
KO:K00368_1.7.2.1	HMMsoil81035	FOAM_DB
KO:K01011_2.8.1.1,2.8.1.2	HMMsoil81036	FOAM_DB
KO:K01011_2.8.1.1,2.8.1.2	HMMsoil81037	FOAM_DB
KO:K01576_4.1.1.7	HMMsoil81038	FOAM_DB
KO:K00441_1.12.98.1	HMMsoil81039	FOAM_DB
KO:K00799_2.5.1.18	HMMsoil81042	FOAM_DB
KO:K07675_2.7.13.3	HMMsoil81043	FOAM_DB
KO:K08286_2.7.11.-	HMMsoil81045	FOAM_DB
KO:K00392_1.8.7.1	HMMsoil81047	FOAM_DB
KO:K01768_4.6.1.1	HMMsoil81050	FOAM_DB
KO:K00192_1.2.99.2	HMMsoil81051	FOAM_DB
KO:K01464_3.5.2.2	HMMsoil81052	FOAM_DB
KO:K00124	HMMsoil81055	FOAM_DB
KO:K00892_2.7.1.73	HMMsoil81057	FOAM_DB
KO:K11527_2.7.13.3	HMMsoil81058	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil81059	FOAM_DB
KO:K08286_2.7.11.-	HMMsoil81061	FOAM_DB
KO:K01754_4.3.1.19	HMMsoil81062	FOAM_DB
KO:K03824_2.3.1.-	HMMsoil81064	FOAM_DB
KO:K00758_2.4.2.4	HMMsoil81065	FOAM_DB
KO:K01509_3.6.1.3	HMMsoil81066	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil81067	FOAM_DB
KO:K02480_2.7.13.3	HMMsoil81069	FOAM_DB
KO:K01960_6.4.1.1	HMMsoil81070	FOAM_DB
KO:K04487_2.8.1.7	HMMsoil81071	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil81073	FOAM_DB
KO:K03885_1.6.99.3	HMMsoil81074	FOAM_DB
KO:K08811_2.7.11.1	HMMsoil81075	FOAM_DB
KO:K07649_2.7.13.3	HMMsoil81079	FOAM_DB
KO:K00849_2.7.1.6	HMMsoil81080	FOAM_DB
KO:K01895_6.2.1.1	HMMsoil81091	FOAM_DB
KO:K00371,KO:K08346_1.7.99.4	HMMsoil81092	FOAM_DB
KO:K00124_1.2.1.2	HMMsoil81094	FOAM_DB
KO:K02480_2.7.13.3	HMMsoil81095	FOAM_DB
KO:K07683_2.7.13.3	HMMsoil81099	FOAM_DB
KO:K02484_2.7.13.3	HMMsoil81100	FOAM_DB
KO:K02030	HMMsoil81102	FOAM_DB
KO:K03407_2.7.13.3	HMMsoil81104	FOAM_DB
KO:K00241	HMMsoil81108	FOAM_DB
KO:K07677_2.7.13.3	HMMsoil81111	FOAM_DB
KO:K07778_2.7.13.3	HMMsoil81116	FOAM_DB
KO:K00611_2.1.3.3	HMMsoil81117	FOAM_DB
KO:K07675_2.7.13.3	HMMsoil81118	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil81120	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil81121	FOAM_DB
KO:K11711_2.7.13.3	HMMsoil81122	FOAM_DB
KO:K01182_3.2.1.10	HMMsoil81126	FOAM_DB
KO:K00360_1.7.1.1	HMMsoil81128	FOAM_DB
KO:K00124,KO:K08349_1.2.1.2	HMMsoil81129	FOAM_DB
KO:K07646_2.7.13.3	HMMsoil81130	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil81133	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil81135	FOAM_DB
KO:K10804_3.1.2.-,3.1.1.5	HMMsoil81136	FOAM_DB
KO:K01903_6.2.1.5	HMMsoil81139	FOAM_DB
KO:K14084	HMMsoil81140	FOAM_DB
KO:K00971_2.7.7.22	HMMsoil81141	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil81144	FOAM_DB
KO:K00205_1.2.99.5	HMMsoil81146	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil81150	FOAM_DB
KO:K00390_1.8.4.8	HMMsoil81151	FOAM_DB
KO:K03376_2.4.99.-	HMMsoil81158	FOAM_DB
KO:K09687	HMMsoil81159	FOAM_DB
KO:K02029	HMMsoil81162	FOAM_DB
KO:K02756,KO:K02777,KO:K02755,KO:K02757,KO:K02752,KO:K02753,KO:K02809,KO:K02810_2.7.1.69	HMMsoil81163	FOAM_DB
KO:K09690	HMMsoil81164	FOAM_DB
KO:K01996	HMMsoil81165	FOAM_DB
KO:K07698_2.7.13.3	HMMsoil81295	FOAM_DB
KO:K02029	HMMsoil81297	FOAM_DB
KO:K00567,KO:K10778_2.1.1.63	HMMsoil81299	FOAM_DB
KO:K02034	HMMsoil81305	FOAM_DB
KO:K07778_2.7.13.3	HMMsoil81306	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil81307	FOAM_DB
KO:K00547_2.1.1.10	HMMsoil81310	FOAM_DB
KO:K01958,KO:K01959,KO:K01960_6.4.1.1	HMMsoil81312	FOAM_DB
KO:K00272,KO:K00273_1.4.3.1,1.4.3.3	HMMsoil81315	FOAM_DB
KO:K01509_3.6.1.3	HMMsoil81319	FOAM_DB
KO:K00125,KO:K00122_1.2.1.2	HMMsoil81321	FOAM_DB
KO:K07777_2.7.13.3	HMMsoil81323	FOAM_DB
KO:K00368_1.7.2.1	HMMsoil81324	FOAM_DB
KO:K08884,KO:K00924_2.7.11.1	HMMsoil81325	FOAM_DB
KO:K02484_2.7.13.3	HMMsoil81327	FOAM_DB
KO:K01929_6.3.2.10	HMMsoil81328	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil81329	FOAM_DB
KO:K02480_2.7.13.3	HMMsoil81334	FOAM_DB
KO:K00371_1.7.99.4	HMMsoil81338	FOAM_DB
KO:K00436_1.12.1.2	HMMsoil81339	FOAM_DB
KO:K02029	HMMsoil81170	FOAM_DB
KO:K02003	HMMsoil81172	FOAM_DB
KO:K11189	HMMsoil81182	FOAM_DB
KO:K02000_3.6.3.32	HMMsoil81184	FOAM_DB
KO:K01968_6.4.1.4	HMMsoil81185	FOAM_DB
KO:K02049	HMMsoil81189	FOAM_DB
KO:K05825_2.6.1.-	HMMsoil81191	FOAM_DB
KO:K01185_3.2.1.17	HMMsoil81192	FOAM_DB
KO:K02032	HMMsoil81195	FOAM_DB
KO:K02032	HMMsoil81197	FOAM_DB
KO:K00491_1.14.13.39	HMMsoil81199	FOAM_DB
KO:K02031,KO:K02032	HMMsoil81204	FOAM_DB
KO:K11635	HMMsoil81206	FOAM_DB
KO:K01995	HMMsoil81208	FOAM_DB
KO:K02058	HMMsoil81209	FOAM_DB
KO:K01185_3.2.1.17	HMMsoil81212	FOAM_DB
KO:K02010_3.6.3.30	HMMsoil81214	FOAM_DB
KO:K11072,KO:K11076_3.6.3.31	HMMsoil81215	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil81217	FOAM_DB
KO:K07824_1.14.13.12	HMMsoil81218	FOAM_DB
KO:K07519_1.14.12.7	HMMsoil81219	FOAM_DB
KO:K07679_2.7.13.3	HMMsoil81221	FOAM_DB
KO:K00480_1.14.13.1	HMMsoil81222	FOAM_DB
KO:K02032	HMMsoil81223	FOAM_DB
KO:K10440	HMMsoil81226	FOAM_DB
KO:K02023	HMMsoil81227	FOAM_DB
KO:K01897_6.2.1.3	HMMsoil81229	FOAM_DB
KO:K09687	HMMsoil81231	FOAM_DB
KO:K00848_2.7.1.5	HMMsoil81705	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil81614	FOAM_DB
KO:K07678_2.7.13.3	HMMsoil81382	FOAM_DB
KO:K07638,KO:K07643_2.7.13.3	HMMsoil81383	FOAM_DB
KO:K07675_2.7.13.3	HMMsoil81384	FOAM_DB
KO:K01965_6.4.1.3	HMMsoil81386	FOAM_DB
KO:K01208,KO:K01234,KO:K05992_3.2.1.54,3.2.1.135	HMMsoil81390	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil81391	FOAM_DB
KO:K01182_3.2.1.10	HMMsoil81392	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil81393	FOAM_DB
KO:K07678_2.7.13.3	HMMsoil81395	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil81397	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil81399	FOAM_DB
KO:K03407_2.7.13.3	HMMsoil81400	FOAM_DB
KO:K01090_3.1.3.16	HMMsoil81401	FOAM_DB
KO:K02567_1.7.99.4	HMMsoil81409	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil81411	FOAM_DB
KO:K00529_1.18.1.3	HMMsoil81412	FOAM_DB
KO:K03660_3.2.2.-,4.2.99.18	HMMsoil81415	FOAM_DB
KO:K01182_3.2.1.10	HMMsoil81417	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil81418	FOAM_DB
KO:K00171,KO:K00172_1.2.7.1	HMMsoil81419	FOAM_DB
KO:K01834_5.4.2.1	HMMsoil81420	FOAM_DB
KO:K00122_1.2.1.2	HMMsoil81421	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil81427	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil81432	FOAM_DB
KO:K02026	HMMsoil81442	FOAM_DB
KO:K02034	HMMsoil81443	FOAM_DB
KO:K00529_1.18.1.3	HMMsoil81232	FOAM_DB
KO:K02059	HMMsoil81233	FOAM_DB
KO:K05776	HMMsoil81237	FOAM_DB
KO:K09812	HMMsoil81238	FOAM_DB
KO:K00928_2.7.2.4	HMMsoil81240	FOAM_DB
KO:K11069	HMMsoil81243	FOAM_DB
KO:K02025	HMMsoil81246	FOAM_DB
KO:K01026_2.8.3.1	HMMsoil81248	FOAM_DB
KO:K00285_1.4.99.1	HMMsoil81249	FOAM_DB
KO:K02031	HMMsoil81250	FOAM_DB
KO:K02003,KO:K02004	HMMsoil81254	FOAM_DB
KO:K09686	HMMsoil81255	FOAM_DB
KO:K05778	HMMsoil81256	FOAM_DB
KO:K02026	HMMsoil81257	FOAM_DB
KO:K00384_1.8.1.9	HMMsoil81258	FOAM_DB
KO:K10942_2.7.13.3	HMMsoil81259	FOAM_DB
KO:K00108_1.1.99.1	HMMsoil81260	FOAM_DB
KO:K09969	HMMsoil81261	FOAM_DB
KO:K07778_2.7.13.3	HMMsoil81264	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil81266	FOAM_DB
KO:K04425,KO:K04426,KO:K13986_2.7.11.25	HMMsoil81267	FOAM_DB
KO:K00261_1.4.1.3	HMMsoil81269	FOAM_DB
KO:K00265_1.4.1.13,1.4.1.14	HMMsoil81271	FOAM_DB
KO:K02342_2.7.7.7	HMMsoil81272	FOAM_DB
KO:K02831_2.7.11.-	HMMsoil81273	FOAM_DB
KO:K00951_2.7.6.5	HMMsoil81274	FOAM_DB
KO:K08857,KO:K08286_2.7.11.1,2.7.11.-	HMMsoil81275	FOAM_DB
KO:K10773_4.2.99.18	HMMsoil81277	FOAM_DB
KO:K01769_4.6.1.2	HMMsoil81278	FOAM_DB
KO:K00372,KO:K00369_1.7.99.4	HMMsoil81281	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil81282	FOAM_DB
KO:K00974_2.7.7.72,3.1.3.-,3.1.4.-	HMMsoil81284	FOAM_DB
KO:K01738_2.5.1.47	HMMsoil81340	FOAM_DB
KO:K02006	HMMsoil81341	FOAM_DB
KO:K03725_3.6.1.-	HMMsoil81343	FOAM_DB
KO:K01897_6.2.1.3	HMMsoil81344	FOAM_DB
KO:K01739_2.5.1.48	HMMsoil81345	FOAM_DB
KO:K01206_3.2.1.51	HMMsoil81347	FOAM_DB
KO:K00124	HMMsoil81348	FOAM_DB
KO:K00204_1.2.99.5	HMMsoil81349	FOAM_DB
KO:K11260_1.2.99.5	HMMsoil81350	FOAM_DB
KO:K01838_5.4.2.6	HMMsoil81353	FOAM_DB
KO:K00331,KO:K13380,KO:K05582_1.6.5.3	HMMsoil81355	FOAM_DB
KO:K07777,KO:K07673_2.7.13.3	HMMsoil81356	FOAM_DB
KO:K03407_2.7.13.3	HMMsoil81357	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil81359	FOAM_DB
KO:K00338,KO:K05588_1.6.5.3	HMMsoil81360	FOAM_DB
KO:K00172_1.2.7.1	HMMsoil81362	FOAM_DB
KO:K01181_3.2.1.8	HMMsoil81363	FOAM_DB
KO:K01738_2.5.1.47	HMMsoil81364	FOAM_DB
KO:K00812_2.6.1.1	HMMsoil81365	FOAM_DB
KO:K00020_1.1.1.31	HMMsoil81370	FOAM_DB
KO:K01176_3.2.1.1	HMMsoil81373	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil81375	FOAM_DB
KO:K02000_3.6.3.32	HMMsoil81380	FOAM_DB
KO:K01897_6.2.1.3	HMMsoil81567	FOAM_DB
KO:K07647_2.7.13.3	HMMsoil81568	FOAM_DB
KO:K01485_3.5.4.1	HMMsoil81569	FOAM_DB
KO:K11633_2.7.13.3	HMMsoil81574	FOAM_DB
KO:K11780_2.5.1.-	HMMsoil81575	FOAM_DB
KO:K01139_3.1.7.2	HMMsoil81579	FOAM_DB
KO:K00529_1.18.1.3	HMMsoil81581	FOAM_DB
KO:K10441,KO:K02056_3.6.3.17	HMMsoil81583	FOAM_DB
KO:K08483_2.7.3.9	HMMsoil81587	FOAM_DB
KO:K00626_2.3.1.9	HMMsoil81589	FOAM_DB
KO:K13598_2.7.13.3	HMMsoil81590	FOAM_DB
KO:K01752_4.3.1.17	HMMsoil81591	FOAM_DB
KO:K02054	HMMsoil81593	FOAM_DB
KO:K12767,KO:K08789_2.7.11.1	HMMsoil81598	FOAM_DB
KO:K02668_2.7.13.3	HMMsoil81600	FOAM_DB
KO:K04766_2.3.1.-	HMMsoil81601	FOAM_DB
KO:K07673,KO:K07674_2.7.13.3	HMMsoil81602	FOAM_DB
KO:K08286_2.7.11.-	HMMsoil81603	FOAM_DB
KO:K01652_2.2.1.6	HMMsoil81604	FOAM_DB
KO:K08856_2.7.11.1	HMMsoil81605	FOAM_DB
KO:K07677_2.7.13.3	HMMsoil81607	FOAM_DB
KO:K00384_1.8.1.9	HMMsoil81609	FOAM_DB
KO:K00817_2.6.1.9	HMMsoil81611	FOAM_DB
KO:K02761	HMMsoil81446	FOAM_DB
KO:K08963_5.3.1.23	HMMsoil81450	FOAM_DB
KO:K01623_4.1.2.13	HMMsoil81452	FOAM_DB
KO:K01990	HMMsoil81454	FOAM_DB
KO:K02023	HMMsoil81455	FOAM_DB
KO:K02017_3.6.3.29	HMMsoil81458	FOAM_DB
KO:K11955	HMMsoil81459	FOAM_DB
KO:K09687	HMMsoil81460	FOAM_DB
KO:K03778_1.1.1.28	HMMsoil81461	FOAM_DB
KO:K01219_3.2.1.81	HMMsoil81462	FOAM_DB
KO:K05847	HMMsoil81463	FOAM_DB
KO:K01995	HMMsoil81464	FOAM_DB
KO:K02072	HMMsoil81467	FOAM_DB
KO:K08368	HMMsoil81468	FOAM_DB
KO:K00547_2.1.1.10	HMMsoil81472	FOAM_DB
KO:K01029_2.8.3.5	HMMsoil81473	FOAM_DB
